id,name,type,frequency,ac,damageBase,damageType,range,effect,createdAt,updatedAt
653,Psychic Terrain,Psychic,Daily x2,,,Status,Field,"The Field becomes Weird for five rounds. While the Field is Weird, non-Flying and non- Levitating Pokemon cannot declare Priority or Interrupt Moves outside their own Initiatives. Damaging Psychic-Type attacks deal an additional 10 damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
654,Speed Swap,Psychic,Scene,2,,Status,"Melee, 1 Target",The user and the target trade Initiative values.,3/5/2021 22:15:12,3/5/2021 22:15:12
655,Accelrock,Rock,At-Will,2,4,Physical,"Melee, 1 Target, Priority",None,3/5/2021 22:15:12,3/5/2021 22:15:12
656,Anchor Shot,Steel,EOT,2,8,Physical,"Melee, 1 Target",The Target is Trapped for 2 rounds. Anchor Shot may only be used from the user's Anchor Token.,3/5/2021 22:15:12,3/5/2021 22:15:12
658,Smart Strike,Steel,EOT,2,7,Physical,"Melee, 1 Target",Smart Strike cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
659,Sunsteel Strike,Steel,Scene x2,2,10,Physical,Close Blast 2,"This Move ignores any Abilities that would cause it to fail or miss; those Abilities cannot be activated in response to Sunsteel Strike (ex: Dodge, Wonder Guard).",3/5/2021 22:15:12,3/5/2021 22:15:12
660,Liquidation,Water,EOT,2,9,Physical,"Melee, 1 Target","On 17+, the target's Defense is lowered by 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
661,Sparkling Aria,Water,EOT,2,9,Special,"Melee, 2 Targets","When you hit a target with Sparkling Aria, the user may choose to deal no damage and instead cures that target of Burn, Confusion, Infatuation, Rage, or Provocation.",3/5/2021 22:15:12,3/5/2021 22:15:12
662,Skitter Smack,Bug,EOT,2,7,Physical,"Melee, 1 Target, Dash, Full Action","The user Shifts up to its Overland Capability, ignoring Attacks of Opportunity, before attacking with Skitter Smack. On a hit, the target’s Special Attack is lowered 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
663,False Surrender,Dark,EOT,,8,Physical,"Melee, 1 Target",False Surrender cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
664,Fiery Wrath,Dark,EOT,2,9,Special,"6, 1 Target","Fiery Wrath Flinches the target on a 17+. Once per Scene, Fiery Wrath may instead be used as a Fire- Type Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
665,Jaw Lock,Dark,Scene x2,2,8,Physical,"Melee, 1 Target",You may perform a Grapple Maneuver against the target as a Free Action.,3/5/2021 22:15:12,3/5/2021 22:15:12
666,Lash Out,Dark,EOT,2,8,Physical,"Melee, 1 Target","If the user has lost CS from a source other than itself since the end of its last turn, Lash Out is instead DB 15 (4d10 + 20 / 45). Any given foe may be the target of this increased damage only once per Scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
667,Obstruct,Dark,Scene,,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may use Obstruct. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Defense is lowered by 2 Combat Stages.",3/5/2021 22:15:12,3/5/2021 22:15:12
668,Wicked Blow,Dark,EOT,2,8,Physical,"Melee, 1 Target, Push","If Wicked Blow hits, it is a Critical Hit. The  target is Pushed 6 meters minus their Weight Class.  On a roll of 15+, the target is also Tripped. Contest Type",3/5/2021 22:15:12,3/5/2021 22:15:12
669,Breaking Swipe,Dragon,EOT,2,6,Physical,Close Blast 2,The target’s Attack is lowered 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
670,Clangorous Soul,Dragon,Scene,,,Status,Self,The user loses 1/3rd of their Max Hit Points  and has each of its stats raised by +1 Combat Stage. Contest Type,3/5/2021 22:15:12,3/5/2021 22:15:12
671,Dragon Darts,Dragon,EOT,2,5,Physical,"6, 1 Target, Double Strike; or 6, 2 Targets",None,3/5/2021 22:15:12,3/5/2021 22:15:12
672,Dragon Energy,Dragon,Daily x2,2,15,Special,Cone 3 or Line 8,"For each 10% of HP the user is missing, Dragon  Energy’s damage base",3/5/2021 22:15:12,3/5/2021 22:15:12
673,Dynamax Cannon,Dragon,Scene x2,2,10,Special,"6, 1 Target","The DB of Dynamax Cannon increases by +2 for  each positive CS the target has, to a maximum of DB  20.",3/5/2021 22:15:12,3/5/2021 22:15:12
674,Eternabeam,Dragon,Scene,4,16,Special,"Line 6, Smite, Exhaust",None,3/5/2021 22:15:12,3/5/2021 22:15:12
675,Scale Shot,Dragon,EOT,4,3,Physical,"6, 1 Target, Five Strike","The user’s Speed is raised 1 CS, and the user’s  Defense is lowered 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
676,Aura Wheel,Electric,Scene x2,2,11,Physical,"Melee, 1 Target",The user’s Speed is increased 1 CS. Contest Type,3/5/2021 22:15:12,3/5/2021 22:15:12
677,Bolt Beak,Electric,Scene x2,2,9,Physical,"Melee, 1 Target","Against targets with a lower initiative that  have not yet acted this round, Bolt Beak deals +10  damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
678,Magnetic Flux,Electric,Scene x2,,,Status,Burst 4,Choose +1 or -1. All targets that are Electric Type or have the Magnetic Capability receive that  many Defense and Special Defense Combat Stages. Contest Type,3/5/2021 22:15:12,3/5/2021 22:15:12
679,Overdrive,Electric,EOT,2,8,Special,"Cone 2, Sonic",None,3/5/2021 22:15:12,3/5/2021 22:15:12
680,Rising Voltage,Electric,Scene x2,2,7,Special,"Burst 2, Groundsource, Spirit Surge","After Rising Voltage is resolved, you may create Electric Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Electric Terrain, rather than any other Field Move. This Effect may trigger only once per Scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
681,Thunder Cage,Electric,Daily x2,4,8,Special,"8, Ranged Blast 2, Spirit Surge",The targets are trapped in a Vortex. The DC to escape the Vortex is increased by 3.,3/5/2021 22:15:12,3/5/2021 22:15:12
682,Decorate,Fairy,Scene,,,Status,"Melee, 1 Target",The target gains +2 CS in both Attack and Special Attack.,3/5/2021 22:15:12,3/5/2021 22:15:12
683,Misty Explosion,Fairy,Daily,2,10,Special,"Burst 3, Friendly, Smite","The user’s Hit Points are set to -50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way. After Misty Explosion is resolved, create Misty Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Misty Terrain, rather than any other Field Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
684,Spirit Break,Fairy,EOT,2,8,Physical,"Melee, 1 Target",The target’s Special Attack stat is lowered 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
685,Strange Steam,Fairy,Scene x2,3,9,Special,Burst 1,The target is confused on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
686,Body Press,Fighting,Scene x2,2,8,Physical,"Melee, 1 Target",The user’s Defense Stat is added to the damage roll instead of the Attack Stat.,3/5/2021 22:15:12,3/5/2021 22:15:12
687,Coaching,Fighting,EOT,,,Status,Burst 1,The user and any allies in the Burst have their Attack and Defense raised by 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
688,Meteor Assault,Fighting,Daily x2,2,15,Physical,"Burst 1, Smite, Exhaust",None,3/5/2021 22:15:12,3/5/2021 22:15:12
689,No Retreat,Fighting,Scene,,,Status,Self,"The user gains +1 CS in each stat. In addition, the user may not be recalled or switched out until the end of the Scene, and counts as Slowed for the purposes of any movement that would end further away from the nearest enemy than the user started.",3/5/2021 22:15:12,3/5/2021 22:15:12
690,Octolock,Fighting,Scene,2,,Status,"Melee, 1 Target","The user initiates a Grapple Maneuver with the target, which automatically hits. If successful, until the user no longer has Dominance in the grapple, the target is Trapped and loses 1 CS in Defense and Special Defense at the end of each of their turns.",3/5/2021 22:15:12,3/5/2021 22:15:12
691,Thunderous Kick,Fighting,EOT,2,9,Physical,"Melee, 1 Target","All legal targets hit lose 1 Defense Combat Stage. Once per Scene, Thunderous Kick may instead be used as an Electric-Type Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
692,Burning Jealousy,Fire,EOT,2,7,Special,"Burst 1, Spirit Surge","After Burning Jealousy has resolved, the user may choose to Burn foes within 5m that have had any CS raised since the beginning of that foe’s last turn. This Effect may trigger only once per Scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
693,Pyro Ball,Fire,Scene x2,4,12,Physical,"6, 1 Target, Smite",The target is Burned on 19+.,3/5/2021 22:15:12,3/5/2021 22:15:12
694,Dual Wingbeat,Flying,EOT,2,4,Physical,"Melee, 1 Target, Double Strike",None,3/5/2021 22:15:12,3/5/2021 22:15:12
695,Astral Barrage,Ghost,Daily,2,12,Special,"8, Ranged Blast 2, Smite, Friendly",Legal targets hit by Astral Barrage are Slowed for one full round.,3/5/2021 22:15:12,3/5/2021 22:15:12
696,Poltergeist,Ghost,Scene,4,11,Physical,"8, Ranged Blast 3, Smite","If a target is holding a Held Item or Main or Off Hand item, they must either drop it immediately or lose a Tick of Hit Points. This may only cause a target to lose at most one Tick of Hit Points, no matter how many items they were holding. On each of the target’s  subsequent turns, if it is still holding the item(s) in question it loses a Tick of Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
697,Apple Acid,Grass,EOT,2,8,Special,Cone 2,The target’s Special Defense is lowered by 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
698,Branch Poke,Grass,At-Will,2,4,Physical,"2, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
699,Drum Beating,Grass,EOT,2,8,Physical,"4, 1 Target",The target’s Speed is lowered by 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
700,Grassy Glide,Grass,EOT,2,7,Physical,"Melee, Pass, Spirit Surge","If the user is on Grassy Terrain, Grassy Glide may be used with Priority. After Grassy Glide has been resolved, the user may choose to create Grassy Terrain in the spaces Passed over (including those it started and ended in), that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Grassy Terrain, rather than any other Field Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
701,Grav Apple,Grass,EOT,2,8,Physical,"6, 1 Target",The target’s Defense is lowered by 1 CS.,3/5/2021 22:15:12,3/5/2021 22:15:12
702,Jungle Healing,Grass,Daily x2,,,Status,Burst 1,"The user and any allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Point Value, and are cured of any Persistent or Volatile Status Conditions.",3/5/2021 22:15:12,3/5/2021 22:15:12
703,Snap Trap,Grass,Scene x2,2,4,Physical,"Melee, 1 Target",The target is trapped in a Vortex. The DC to escape the Vortex is increased by 3.,3/5/2021 22:15:12,3/5/2021 22:15:12
704,Scorching Sands,Ground,Scene x2,2,7,Special,"5, 1 Target",Burns the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
705,Glacial Lance,Ice,Daily,2,13,Physical,"Line 8, Smite",Legal targets hit by Glacial Lance are Stuck and Trapped until the end of their next turn.,3/5/2021 22:15:12,3/5/2021 22:15:12
706,Triple Axel,Ice,EOT,4,6,Physical,"Melee, 1 Target","After attacking with Triple Axel, hit or miss, the user may Disengage 2m and attack a different target with Triple Axel. This effect may be repeated a second time, targeting a creature that has not been targeted by either prior attack. Before making each attack roll,  the user can elect to give up triggering all remaining additional shifts and attacks. Triple Axel gains +1 Accuracy and +1 DB for each attack that is given up. Triple Axel always benefits from the Technician Ability.",3/5/2021 22:15:12,3/5/2021 22:15:12
707,Court Change,Normal,Daily,,,Status,Field,All Blessings and Hazards swap which side that they belong to.,3/5/2021 22:15:12,3/5/2021 22:15:12
708,Howl,Normal,EOT,,,Status,Burst 1,The user and all allies in the Burst have their Attack CS raised by 1.,3/5/2021 22:15:12,3/5/2021 22:15:12
709,Multi-Attack,Normal,Scene x2,2,12,Physical,"Melee, 1 Target","Multi-Attack is the same Type as the Memory Disc, Plate, or Drive Item held.",3/5/2021 22:15:12,3/5/2021 22:15:12
710,Stuff Cheeks,Normal,Scene,,,Status,Self,"The user immediately consumes one of its Food Buffs, regardless of any conditions that need to be met, gaining its benefit if applicable. If a Buff is consumed, the user’s Defense CS is raised by 2.",3/5/2021 22:15:12,3/5/2021 22:15:12
711,Rapid Spin,Normal,At-Will,2,5,Physical,"Melee, 1 Target, Spirit Surge","Rapid Spin destroys all Hazards within 5 meters, removes Leech Seeds, and removes the user’s Trapped or Stuck status. If Rapid Spin hits, the user’s speed raises 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
713,Teatime,Normal,Scene,,,Status,"Field, Social","All participants in the battle may choose to immediately consume one of their Food Buffs, regardless of if the conditions to do so are met.",3/5/2021 22:15:12,3/5/2021 22:15:12
714,Terrain Pulse,Normal,EOT,2,5,Special,Close Blast 3,"If the user is under the effects of a Terrain, Terrain Pulse has a Damage Base of 10 (3d8+10 / 24). In addition, Terrain Pulse becomes the Type that corresponds with the Move that creates that Terrain. (For example, if in Misty Terrain, it would become Fairy Type.) If the user is under the effects of multiple Terrains, choose one to affect this Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
715,Corrosive Gas,Poison,EOT,2,,Status,Burst 1,"Targets hit have their current Held Item(s) unable to be used for the remainder of the Scene. In addition, Steel-Type targets hit lose their immunity to Poison until they Faint or Take A Breather; Poison instead counts as neutral against Steel.",3/5/2021 22:15:12,3/5/2021 22:15:12
716,Shell Side Arm,Poison,EOT,2,9,Special,"6, 1 Target","This attack uses the highest of the user’s Attack or Special Attack Stat, though this does not change the Class of the Move. In addition, if the target’s Defense is lower than its Special Defense, this attack targets Defense, becoming a Physical Move. The target is poisoned on a 17+.",3/5/2021 22:15:12,3/5/2021 22:15:12
717,Eerie Spell,Psychic,EOT,2,8,Special,"6, 1 Target",The user may choose to Disable the target’s last Move used. This effect may only be activated once per Scene.,3/5/2021 22:15:12,3/5/2021 22:15:12
718,Expanding Force,Psychic,EOT,2,8,Special,"Burst 1, Spirit Surge","After Expanding Force is resolved, you may create Psychic Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Psychic Terrain, rather than any other Field Move. This Effect may trigger only once per Scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
719,Freezing Glare,Psychic,EOT,2,9,Special,"6, 1 Target","Freezes the target on a 19+. Once per Scene, Freezing Glare may instead be used as an Ice-Type Move.",3/5/2021 22:15:12,3/5/2021 22:15:12
720,Magic Powder,Psychic,Daily,2,,Status,"5, 1 Target",The target gains the Psychic Type in addition to its other Types for 5 turns.,3/5/2021 22:15:12,3/5/2021 22:15:12
721,Meteor Beam,Rock,Scene x2,4,12,Special,"Cone 3, Set-Up","On Set-Up, the user’s Special Attack is raised by +1 Combat Stage.",3/5/2021 22:15:12,3/5/2021 22:15:12
722,Tar Shot,Rock,Scene,2,,Status,Cone 2,"The target gains a Coat that is automatically expended upon being hit with a Fire Type attack in order to make them one step more vulnerable to that attack. In addition, the target’s Speed is lowered by 1 CS.",3/5/2021 22:15:12,3/5/2021 22:15:12
723,Behemoth Bash,Steel,Scene x2,2,10,Physical,"Melee, 1 Target","The DB of Behemoth Bash increases by +2 for each positive CS the target has, to a maximum of DB 20.",3/5/2021 22:15:12,3/5/2021 22:15:12
724,Behemoth Blade,Steel,Scene x2,2,10,Physical,"Melee, 1 Target","The DB of Behemoth Blade increases by +2 for each positive CS the target has, to a maximum of DB 20.",3/5/2021 22:15:12,3/5/2021 22:15:12
725,Double Iron Bash,Steel,Scene x2,2,6,Physical,"Melee, 1 Target, Double Strike",Double Iron Bash Flinches the targets on 15+. This move is affected by Iron Fist.,3/5/2021 22:15:12,3/5/2021 22:15:12
726,Gear Up,Steel,Scene x2,,,Status,Burst 4,All targets that are Steel-Typed receive +1 Attack and Special Attack Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
727,Steel Beam,Steel,Daily,3,14,Special,"Cone 3, Smite",The user’s Hit Points are reduced by 50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way.,3/5/2021 22:15:12,3/5/2021 22:15:12
728,Steel Roller,Steel,Daily x2,2,13,Physical,"Melee, Pass, Dash, Smite, Spirit Surge","Legal targets hit by Steel Roller are Tripped on a roll of 15+. Any Hazards in spaces Passed through or adjacent to those spaces are removed (they are removed before they can affect the user). If the user moves through an area of Terrain, or a Field-range Terrain is active, those effects immediately end.",3/5/2021 22:15:12,3/5/2021 22:15:12
729,Fishious Rend,Water,Scene x2,2,9,Physical,"Melee, 1 Target","Against targets with a lower initiative that have not yet acted this round, Fishious Rend deals +10 damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
730,Flip Turn,Water,At-Will,2,6,Physical,"Melee, 1 Target, Dash","If Flip Turn successfully hits its target, the user deals damage and then immediately is returned to its Poké Ball in the same turn. A New Pokémon may immediately be sent out. Using Flip Turn lets a Trapped user be recalled.",3/5/2021 22:15:12,3/5/2021 22:15:12
731,Life Dew,Water,Daily x2,,,Status,"Burst 1, Healing",The user and all allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Points.,3/5/2021 22:15:12,3/5/2021 22:15:12
732,Snipe Shot,Water,EOT,2,8,Special,"8, 1 Target","Snipe Shot is a Critical Hit on 18+. This Move may not be Intercepted, nor may any Abilities, Moves, or Features be activated to change this Move’s target. Any of those existing effects (such as Follow Me) fail.",3/5/2021 22:15:12,3/5/2021 22:15:12
733,Surging Strikes,Water,EOT,2,3,Physical,"Melee, 1 Target","If Surging Strikes hits, it is a Critical Hit. After attacking with Surging Strikes, hit or miss, the user may Shift 2m, ignoring Attacks of Opportunity from their target. It may then make an additional attack with this Move on a different target. This effect may be repeated a second time, the third attack targeting a creature that has not yet been targeted by either prior attack. Before making each attack roll, the user can elect to give up triggering all remaining additional shifts and attacks. Surging Strikes gains +3 DB for each attack that is given up.",3/5/2021 22:15:12,3/5/2021 22:15:12
